Index,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Rented Bike Count,Autumn,Spring,Summer,Winter,Holiday,No Holiday,Func _No,Func _Yes
2393,17,7.7,46,2.8,1635,-3.2,1.05,0.0,0.0,829,0,1,0,0,0,1,0,1
2394,18,6.2,61,3.2,1411,-0.7,0.4,0.0,0.0,664,0,1,0,0,0,1,0,1
2395,19,5.3,67,2.6,1314,-0.3,0.02,0.0,0.0,573,0,1,0,0,0,1,0,1
2396,20,5.2,69,1.8,1196,0.0,0.0,0.0,0.0,447,0,1,0,0,0,1,0,1
2397,21,5.0,73,2.2,1173,0.5,0.0,0.0,0.0,470,0,1,0,0,0,1,0,1
2398,22,5.0,75,2.2,1084,0.9,0.0,0.0,0.0,421,0,1,0,0,0,1,0,1
2399,23,5.1,75,1.4,950,1.0,0.0,0.0,0.0,345,0,1,0,0,0,1,0,1
2400,0,5.1,77,1.9,718,1.3,0.0,0.0,0.0,376,0,1,0,0,0,1,0,1
2401,1,4.8,80,1.3,583,1.6,0.0,0.0,0.0,222,0,1,0,0,0,1,0,1
2402,2,4.7,78,1.5,466,1.1,0.0,0.0,0.0,171,0,1,0,0,0,1,0,1
2403,3,4.4,80,1.6,393,1.2,0.0,0.0,0.0,115,0,1,0,0,0,1,0,1
2404,4,4.2,81,1.3,333,1.2,0.0,0.0,0.0,80,0,1,0,0,0,1,0,1
2405,5,3.9,85,1.6,264,1.6,0.0,0.0,0.0,45,0,1,0,0,0,1,0,1
2406,6,3.4,85,1.5,234,1.1,0.0,0.0,0.0,63,0,1,0,0,0,1,0,1
2407,7,2.9,84,1.9,241,0.4,0.0,0.0,0.0,119,0,1,0,0,0,1,0,1
2408,8,2.8,82,1.2,240,0.0,0.19,0.0,0.0,212,0,1,0,0,0,1,0,1
2409,9,3.9,77,2.0,263,0.2,0.65,0.0,0.0,289,0,1,0,0,0,1,0,1
2410,10,5.9,69,2.6,330,0.6,1.43,0.0,0.0,394,0,1,0,0,0,1,0,1
2411,11,7.6,54,1.6,430,-1.1,2.06,0.0,0.0,425,0,1,0,0,0,1,0,1
2412,12,9.2,40,2.6,592,-3.7,2.47,0.0,0.0,666,0,1,0,0,0,1,0,1
2413,13,10.3,31,2.1,885,-6.1,2.67,0.0,0.0,843,0,1,0,0,0,1,0,1
2414,14,11.6,20,2.7,1647,-10.6,2.69,0.0,0.0,1154,0,1,0,0,0,1,0,1
2415,15,11.9,26,2.8,1338,-7.0,2.34,0.0,0.0,1294,0,1,0,0,0,1,0,1
2416,16,11.9,25,2.7,1424,-7.5,1.83,0.0,0.0,1205,0,1,0,0,0,1,0,1
2417,17,11.1,25,2.0,1765,-8.2,1.19,0.0,0.0,1028,0,1,0,0,0,1,0,1
2418,18,9.4,22,2.9,1995,-11.2,0.55,0.0,0.0,776,0,1,0,0,0,1,0,1
2419,19,7.8,28,1.9,1982,-9.6,0.04,0.0,0.0,596,0,1,0,0,0,1,0,1
2420,20,6.7,32,1.9,1722,-8.8,0.0,0.0,0.0,530,0,1,0,0,0,1,0,1
2421,21,5.7,34,1.0,1520,-8.9,0.0,0.0,0.0,533,0,1,0,0,0,1,0,1
2422,22,5.3,31,2.3,1842,-10.5,0.0,0.0,0.0,419,0,1,0,0,0,1,0,1
2423,23,4.2,34,1.7,1476,-10.3,0.0,0.0,0.0,288,0,1,0,0,0,1,0,1
2424,0,3.5,46,1.1,1040,-7.0,0.0,0.0,0.0,222,0,1,0,0,0,1,0,1
2425,1,2.9,51,0.8,1119,-6.2,0.0,0.0,0.0,163,0,1,0,0,0,1,0,1
2426,2,2.7,46,0.4,1363,-7.7,0.0,0.0,0.0,95,0,1,0,0,0,1,0,1
2427,3,2.3,48,0.8,1448,-7.6,0.0,0.0,0.0,60,0,1,0,0,0,1,0,1
2428,4,2.8,52,0.6,1249,-6.1,0.0,0.0,0.0,47,0,1,0,0,0,1,0,1
2429,5,3.3,53,0.4,1208,-5.3,0.0,0.0,0.0,106,0,1,0,0,0,1,0,1
2430,6,2.8,57,0.7,920,-4.8,0.0,0.0,0.0,261,0,1,0,0,0,1,0,1
2431,7,3.0,53,0.5,1094,-5.6,0.0,0.0,0.0,662,0,1,0,0,0,1,0,1
2432,8,3.8,47,0.8,1229,-6.5,0.06,0.0,0.0,1066,0,1,0,0,0,1,0,1
2433,9,4.8,43,1.0,1200,-6.7,0.18,0.0,0.0,604,0,1,0,0,0,1,0,1
2434,10,6.6,40,1.0,1061,-6.0,0.65,0.0,0.0,406,0,1,0,0,0,1,0,1
2435,11,9.2,33,1.1,892,-6.2,1.54,0.0,0.0,463,0,1,0,0,0,1,0,1
2436,12,11.7,32,1.6,690,-4.4,1.99,0.0,0.0,581,0,1,0,0,0,1,0,1
2437,13,13.6,34,1.8,458,-1.9,2.23,0.0,0.0,588,0,1,0,0,0,1,0,1
2438,14,14.9,34,2.8,403,-0.8,2.22,0.0,0.0,603,0,1,0,0,0,1,0,1
2439,15,15.3,32,2.9,458,-1.3,2.02,0.0,0.0,694,0,1,0,0,0,1,0,1
2440,16,14.5,34,3.1,471,-1.2,1.59,0.0,0.0,752,0,1,0,0,0,1,0,1
2441,17,13.7,38,2.6,436,-0.3,1.0,0.0,0.0,931,0,1,0,0,0,1,0,1
2442,18,12.2,43,2.8,463,0.0,0.41,0.0,0.0,1425,0,1,0,0,0,1,0,1
2443,19,10.6,47,2.0,425,-0.2,0.03,0.0,0.0,946,0,1,0,0,0,1,0,1
2444,20,9.4,50,2.1,391,-0.5,0.0,0.0,0.0,801,0,1,0,0,0,1,0,1
2445,21,8.7,49,1.7,464,-1.4,0.0,0.0,0.0,771,0,1,0,0,0,1,0,1
2446,22,7.8,49,0.1,528,-2.2,0.0,0.0,0.0,695,0,1,0,0,0,1,0,1
2447,23,6.8,56,0.9,497,-1.3,0.0,0.0,0.0,397,0,1,0,0,0,1,0,1
2448,0,6.4,62,0.7,506,-0.3,0.0,0.0,0.0,309,0,1,0,0,0,1,0,1
2449,1,5.9,65,1.0,596,-0.1,0.0,0.0,0.0,231,0,1,0,0,0,1,0,1
2450,2,5.4,66,0.6,623,-0.4,0.0,0.0,0.0,161,0,1,0,0,0,1,0,1
2451,3,5.5,62,0.6,722,-1.2,0.0,0.0,0.0,103,0,1,0,0,0,1,0,1
2452,4,6.2,59,0.8,493,-1.2,0.0,0.0,0.0,88,0,1,0,0,0,1,0,1
2453,5,6.8,56,0.9,570,-1.3,0.0,0.0,0.0,97,0,1,0,0,0,1,0,1
2454,6,7.0,58,0.7,537,-0.7,0.0,0.0,0.0,252,0,1,0,0,0,1,0,1
2455,7,7.2,56,0.5,545,-1.0,0.0,0.0,0.0,668,0,1,0,0,0,1,0,1
2456,8,8.0,48,0.4,711,-2.3,0.12,0.0,0.0,1215,0,1,0,0,0,1,0,1
2457,9,9.4,44,0.3,743,-2.2,0.33,0.0,0.0,616,0,1,0,0,0,1,0,1
2458,10,10.9,40,0.5,714,-2.1,0.55,0.0,0.0,428,0,1,0,0,0,1,0,1
2459,11,12.6,49,1.4,988,2.1,0.84,0.0,0.0,571,0,1,0,0,0,1,0,1
2460,12,15.5,47,3.3,1303,4.2,2.44,0.0,0.0,626,0,1,0,0,0,1,0,1
2461,13,17.1,42,3.2,1305,4.0,2.6,0.0,0.0,678,0,1,0,0,0,1,0,1
2462,14,18.3,43,2.2,1509,5.4,2.43,0.0,0.0,705,0,1,0,0,0,1,0,1
2463,15,18.6,47,3.3,1560,7.0,2.08,0.0,0.0,815,0,1,0,0,0,1,0,1
2464,16,17.6,53,3.7,1735,7.8,1.4,0.0,0.0,890,0,1,0,0,0,1,0,1
2465,17,16.9,62,3.1,1562,9.5,0.95,0.0,0.0,1085,0,1,0,0,0,1,0,1
2466,18,15.7,68,3.3,1473,9.8,0.39,0.0,0.0,1749,0,1,0,0,0,1,0,1
2467,19,14.1,77,2.0,1240,10.1,0.04,0.0,0.0,1224,0,1,0,0,0,1,0,1
2468,20,13.9,77,1.5,1010,9.9,0.0,0.0,0.0,986,0,1,0,0,0,1,0,1
2469,21,13.7,79,2.0,1035,10.1,0.0,0.0,0.0,982,0,1,0,0,0,1,0,1
2470,22,13.5,81,2.8,933,10.2,0.0,0.0,0.0,912,0,1,0,0,0,1,0,1
2471,23,13.4,81,2.6,958,10.1,0.0,0.0,0.0,572,0,1,0,0,0,1,0,1
2472,0,13.6,79,2.2,862,10.0,0.0,0.0,0.0,412,0,1,0,0,0,1,0,1
2473,1,13.7,73,2.2,1182,8.9,0.0,0.0,0.0,309,0,1,0,0,0,1,0,1
2474,2,13.8,70,1.3,1363,8.4,0.0,0.0,0.0,226,0,1,0,0,0,1,0,1
2475,3,14.0,67,2.3,1733,7.9,0.0,0.0,0.0,142,0,1,0,0,0,1,0,1
2476,4,14.0,70,1.5,1648,8.6,0.0,0.0,0.0,82,0,1,0,0,0,1,0,1
2477,5,14.1,69,1.3,1923,8.4,0.0,0.0,0.0,123,0,1,0,0,0,1,0,1
2478,6,14.1,69,1.6,1882,8.4,0.0,0.0,0.0,290,0,1,0,0,0,1,0,1
2479,7,14.1,69,1.1,1692,8.4,0.0,0.0,0.0,786,0,1,0,0,0,1,0,1
2480,8,14.2,67,0.9,1812,8.1,0.06,0.0,0.0,1371,0,1,0,0,0,1,0,1
2481,9,14.6,62,1.2,1768,7.3,0.19,0.0,0.0,761,0,1,0,0,0,1,0,1
2482,10,15.7,58,1.3,1980,7.4,0.69,0.0,0.0,552,0,1,0,0,0,1,0,1
2483,11,17.5,55,2.1,1892,8.3,1.35,0.0,0.0,643,0,1,0,0,0,1,0,1
2484,12,19.9,44,2.7,1874,7.2,2.22,0.0,0.0,813,0,1,0,0,0,1,0,1
2485,13,20.9,44,4.7,1795,8.1,2.66,0.0,0.0,789,0,1,0,0,0,1,0,1
2486,14,21.1,42,4.3,2000,7.6,2.49,0.0,0.0,878,0,1,0,0,0,1,0,1
2487,15,21.7,39,3.3,1979,7.1,2.09,0.0,0.0,1025,0,1,0,0,0,1,0,1
2488,16,21.7,41,3.2,2000,7.8,1.91,0.0,0.0,1049,0,1,0,0,0,1,0,1
2489,17,20.5,49,3.5,2000,9.4,1.18,0.0,0.0,1325,0,1,0,0,0,1,0,1
2490,18,19.2,53,2.4,2000,9.3,0.58,0.0,0.0,2100,0,1,0,0,0,1,0,1
2491,19,17.9,54,2.9,2000,8.4,0.04,0.0,0.0,1478,0,1,0,0,0,1,0,1
2492,20,17.2,60,2.5,1993,9.3,0.0,0.0,0.0,1275,0,1,0,0,0,1,0,1
2493,21,16.8,67,2.0,1775,10.6,0.0,0.0,0.0,1181,0,1,0,0,0,1,0,1
2494,22,16.2,71,2.0,1780,10.9,0.0,0.0,0.0,983,0,1,0,0,0,1,0,1
2495,23,16.1,69,1.8,1666,10.4,0.0,0.0,0.0,587,0,1,0,0,0,1,0,1
2496,0,16.0,69,2.4,1863,10.3,0.0,0.0,0.0,466,0,1,0,0,0,1,0,1
2497,1,16.3,68,2.1,1859,10.3,0.0,0.0,0.0,355,0,1,0,0,0,1,0,1
2498,2,16.5,68,1.3,1724,10.5,0.0,0.0,0.0,203,0,1,0,0,0,1,0,1
2499,3,16.5,69,2.4,1659,10.7,0.0,0.0,0.0,51,0,1,0,0,0,1,0,1
2500,4,15.1,86,2.1,877,12.7,0.0,0.0,0.0,9,0,1,0,0,0,1,0,1
2501,5,14.5,94,2.0,487,13.5,0.0,0.0,0.0,8,0,1,0,0,0,1,0,1
2503,7,14.3,97,0.3,189,13.8,0.0,0.0,0.0,15,0,1,0,0,0,1,0,1
2504,8,14.1,97,1.1,342,13.6,0.0,0.0,0.0,39,0,1,0,0,0,1,0,1
2506,10,14.2,98,1.2,299,13.8,0.14,0.0,0.0,27,0,1,0,0,0,1,0,1
2507,11,13.9,98,1.4,296,13.5,0.13,0.0,0.0,65,0,1,0,0,0,1,0,1
2508,12,13.3,97,2.9,771,12.8,0.19,2.0,0.0,204,0,1,0,0,0,1,0,1
2509,13,12.7,97,2.6,467,12.2,0.23,0.0,0.0,269,0,1,0,0,0,1,0,1
2510,14,12.1,97,2.0,177,11.6,0.2,0.0,0.0,289,0,1,0,0,0,1,0,1
2511,15,11.6,97,3.4,117,11.1,0.26,0.0,0.0,329,0,1,0,0,0,1,0,1
2512,16,10.7,98,1.2,196,10.3,0.14,0.0,0.0,214,0,1,0,0,0,1,0,1
2513,17,10.9,98,1.3,222,10.5,0.09,0.0,0.0,411,0,1,0,0,0,1,0,1
2514,18,10.4,98,2.5,116,10.0,0.03,0.0,0.0,676,0,1,0,0,0,1,0,1
2515,19,10.4,98,2.0,391,10.0,0.0,0.0,0.0,606,0,1,0,0,0,1,0,1
2516,20,10.5,97,1.8,372,10.0,0.0,0.0,0.0,533,0,1,0,0,0,1,0,1
2517,21,10.4,96,2.7,499,9.7,0.0,0.0,0.0,567,0,1,0,0,0,1,0,1
2518,22,9.8,90,3.7,493,8.2,0.0,0.0,0.0,506,0,1,0,0,0,1,0,1
2519,23,9.3,90,4.1,609,7.7,0.0,0.0,0.0,343,0,1,0,0,0,1,0,1
2520,0,8.4,86,2.2,2000,6.1,0.0,0.0,0.0,287,0,1,0,0,0,1,0,1
2521,1,7.2,83,2.1,2000,4.4,0.0,0.0,0.0,278,0,1,0,0,0,1,0,1
2522,2,6.7,72,2.1,2000,1.9,0.0,0.0,0.0,178,0,1,0,0,0,1,0,1
2523,3,6.1,67,2.6,2000,0.4,0.0,0.0,0.0,102,0,1,0,0,0,1,0,1
2524,4,5.7,62,2.4,2000,-1.0,0.0,0.0,0.0,85,0,1,0,0,0,1,0,1
2525,5,5.2,60,2.0,2000,-1.9,0.0,0.0,0.0,85,0,1,0,0,0,1,0,1
2526,6,4.4,61,1.7,2000,-2.4,0.0,0.0,0.0,222,0,1,0,0,0,1,0,1
2527,7,3.7,59,2.9,2000,-3.5,0.0,0.0,0.0,652,0,1,0,0,0,1,0,1
2528,8,3.8,56,2.4,2000,-4.1,0.32,0.0,0.0,1176,0,1,0,0,0,1,0,1
2529,9,5.2,51,1.7,2000,-4.1,1.08,0.0,0.0,683,0,1,0,0,0,1,0,1
2530,10,6.7,46,2.2,1936,-4.1,1.79,0.0,0.0,507,0,1,0,0,0,1,0,1
2531,11,8.2,45,2.4,1992,-3.0,2.38,0.0,0.0,557,0,1,0,0,0,1,0,1
2532,12,9.4,40,2.6,1913,-3.5,2.78,0.0,0.0,705,0,1,0,0,0,1,0,1
2533,13,10.4,38,2.4,1959,-3.3,2.99,0.0,0.0,715,0,1,0,0,0,1,0,1
2534,14,11.0,36,1.8,1973,-3.5,2.91,0.0,0.0,772,0,1,0,0,0,1,0,1
2535,15,11.9,32,1.9,1976,-4.3,2.62,0.0,0.0,923,0,1,0,0,0,1,0,1
2536,16,11.6,31,1.4,1999,-4.9,2.11,0.0,0.0,976,0,1,0,0,0,1,0,1
2537,17,11.2,30,1.5,2000,-5.7,1.44,0.0,0.0,1160,0,1,0,0,0,1,0,1
2538,18,10.0,33,1.2,2000,-5.5,0.68,0.0,0.0,1641,0,1,0,0,0,1,0,1
2539,19,8.1,36,1.2,2000,-6.1,0.06,0.0,0.0,974,0,1,0,0,0,1,0,1
2540,20,6.7,41,1.0,2000,-5.6,0.0,0.0,0.0,774,0,1,0,0,0,1,0,1
2541,21,5.8,43,1.8,2000,-5.8,0.0,0.0,0.0,710,0,1,0,0,0,1,0,1
2542,22,4.9,46,0.8,2000,-5.7,0.0,0.0,0.0,660,0,1,0,0,0,1,0,1
2543,23,4.2,47,1.3,2000,-6.1,0.0,0.0,0.0,455,0,1,0,0,0,1,0,1
2544,0,3.7,48,1.6,2000,-6.3,0.0,0.0,0.0,414,0,1,0,0,0,1,0,1
2545,1,3.0,52,0.7,2000,-5.9,0.0,0.0,0.0,366,0,1,0,0,0,1,0,1
2546,2,2.3,56,0.6,2000,-5.5,0.0,0.0,0.0,268,0,1,0,0,0,1,0,1
2547,3,1.8,59,0.7,2000,-5.3,0.0,0.0,0.0,157,0,1,0,0,0,1,0,1
2548,4,1.3,61,0.7,2000,-5.4,0.0,0.0,0.0,103,0,1,0,0,0,1,0,1
2549,5,1.0,62,0.9,2000,-5.4,0.0,0.0,0.0,60,0,1,0,0,0,1,0,1
2550,6,0.8,63,1.0,2000,-5.4,0.0,0.0,0.0,109,0,1,0,0,0,1,0,1
2551,7,0.5,64,0.8,2000,-5.5,0.01,0.0,0.0,193,0,1,0,0,0,1,0,1
2552,8,1.3,57,1.0,1974,-6.2,0.32,0.0,0.0,384,0,1,0,0,0,1,0,1
2553,9,3.4,49,1.6,1950,-6.3,1.03,0.0,0.0,520,0,1,0,0,0,1,0,1
2554,10,6.0,43,1.0,1829,-5.6,1.69,0.0,0.0,561,0,1,0,0,0,1,0,1
2555,11,8.0,39,1.2,1783,-5.1,2.26,0.0,0.0,742,0,1,0,0,0,1,0,1
2556,12,10.0,38,1.5,1677,-3.6,2.51,0.0,0.0,933,0,1,0,0,0,1,0,1
2557,13,10.9,32,1.2,1772,-5.1,2.22,0.0,0.0,1111,0,1,0,0,0,1,0,1
2558,14,12.1,29,2.3,1734,-5.4,2.26,0.0,0.0,1294,0,1,0,0,0,1,0,1
2559,15,13.2,23,2.8,1696,-7.5,2.52,0.0,0.0,1514,0,1,0,0,0,1,0,1
2560,16,13.7,28,2.1,1499,-4.5,1.88,0.0,0.0,1440,0,1,0,0,0,1,0,1
2561,17,12.1,34,2.5,1240,-3.3,0.81,0.0,0.0,1272,0,1,0,0,0,1,0,1
2562,18,10.6,42,2.8,1307,-1.8,0.31,0.0,0.0,934,0,1,0,0,0,1,0,1
2563,19,8.8,49,3.2,1207,-1.3,0.05,0.0,0.0,718,0,1,0,0,0,1,0,1
2564,20,7.9,54,2.3,1005,-0.8,0.0,0.0,0.0,688,0,1,0,0,0,1,0,1
2565,21,7.4,54,2.0,1142,-1.3,0.0,0.0,0.0,624,0,1,0,0,0,1,0,1
2566,22,7.0,55,2.7,1041,-1.4,0.0,0.0,0.0,562,0,1,0,0,0,1,0,1
2567,23,6.4,59,1.1,961,-1.0,0.0,0.0,0.0,422,0,1,0,0,0,1,0,1
2568,0,5.9,56,1.1,1019,-2.2,0.0,0.0,0.0,407,0,1,0,0,0,1,0,1
2569,1,5.7,55,1.4,1043,-2.6,0.0,0.0,0.0,309,0,1,0,0,0,1,0,1
2570,2,5.5,56,1.2,1067,-2.5,0.0,0.0,0.0,226,0,1,0,0,0,1,0,1
2571,3,5.5,57,1.1,1079,-2.3,0.0,0.0,0.0,174,0,1,0,0,0,1,0,1
2572,4,5.6,55,0.4,1115,-2.7,0.0,0.0,0.0,106,0,1,0,0,0,1,0,1
2573,5,5.6,55,1.2,1008,-2.7,0.0,0.0,0.0,67,0,1,0,0,0,1,0,1
2574,6,5.7,54,1.7,1208,-2.9,0.0,0.0,0.0,73,0,1,0,0,0,1,0,1
2575,7,5.5,58,1.0,937,-2.1,0.0,0.0,0.0,152,0,1,0,0,0,1,0,1
2576,8,5.9,58,1.8,861,-1.7,0.11,0.0,0.0,293,0,1,0,0,0,1,0,1
2577,9,6.3,53,0.5,849,-2.5,0.34,0.0,0.0,398,0,1,0,0,0,1,0,1
2578,10,7.2,53,1.6,709,-1.7,0.45,0.0,0.0,460,0,1,0,0,0,1,0,1
2579,11,8.5,49,0.7,718,-1.6,0.76,0.0,0.0,587,0,1,0,0,0,1,0,1
2580,12,9.8,46,1.2,710,-1.2,1.13,0.0,0.0,751,0,1,0,0,0,1,0,1
2581,13,10.6,43,1.3,705,-1.4,1.07,0.0,0.0,881,0,1,0,0,0,1,0,1
2582,14,11.0,41,1.1,763,-1.7,0.81,0.0,0.0,993,0,1,0,0,0,1,0,1
2583,15,12.0,37,0.8,879,-2.2,1.09,0.0,0.0,1128,0,1,0,0,0,1,0,1
2584,16,12.3,30,1.6,1263,-4.8,0.94,0.0,0.0,1059,0,1,0,0,0,1,0,1
2585,17,11.1,42,2.2,765,-1.3,0.34,0.0,0.0,603,0,1,0,0,0,1,0,1
2586,18,10.4,47,0.4,824,-0.4,0.14,0.0,0.0,365,0,1,0,0,0,1,0,1
2587,19,10.0,53,1.7,796,0.8,0.01,0.0,0.0,237,0,1,0,0,0,1,0,1
2588,20,9.2,66,1.1,513,3.1,0.0,0.0,0.0,146,0,1,0,0,0,1,0,1
2589,21,8.8,72,0.9,501,4.0,0.0,0.0,0.0,71,0,1,0,0,0,1,0,1
2590,22,8.1,76,0.8,492,4.1,0.0,0.0,0.0,70,0,1,0,0,0,1,0,1
2591,23,7.4,80,1.3,471,4.1,0.0,0.0,0.0,53,0,1,0,0,0,1,0,1
2592,0,7.0,81,1.1,421,3.9,0.0,0.5,0.0,67,0,1,0,0,0,1,0,1
2593,1,6.7,84,0.8,320,4.1,0.0,0.0,0.0,38,0,1,0,0,0,1,0,1
2594,2,6.6,86,0.6,416,4.4,0.0,0.0,0.0,28,0,1,0,0,0,1,0,1
2595,3,6.5,88,0.9,276,4.6,0.0,0.3,0.0,12,0,1,0,0,0,1,0,1
2596,4,6.3,90,1.0,240,4.7,0.0,0.0,0.0,9,0,1,0,0,0,1,0,1
2597,5,6.2,89,1.5,338,4.5,0.0,0.0,0.0,27,0,1,0,0,0,1,0,1
2598,6,6.5,88,1.2,417,4.6,0.0,0.2,0.0,91,0,1,0,0,0,1,0,1
2599,7,6.5,88,1.4,515,4.6,0.0,0.0,0.0,370,0,1,0,0,0,1,0,1
2600,8,7.3,84,2.2,813,4.7,0.05,0.0,0.0,592,0,1,0,0,0,1,0,1
2601,9,8.2,81,2.7,1273,5.1,0.2,0.5,0.0,387,0,1,0,0,0,1,0,1
2602,10,9.1,77,2.7,1587,5.2,0.27,0.0,0.0,292,0,1,0,0,0,1,0,1
2603,11,10.2,65,3.3,2000,3.9,0.57,0.0,0.0,393,0,1,0,0,0,1,0,1
2604,12,10.2,58,3.5,2000,2.2,0.32,0.0,0.0,403,0,1,0,0,0,1,0,1
2605,13,10.1,61,3.7,1504,2.9,0.38,0.0,0.0,387,0,1,0,0,0,1,0,1
2606,14,10.1,59,3.3,2000,2.4,0.57,0.0,0.0,326,0,1,0,0,0,1,0,1
2607,15,9.8,57,3.0,2000,1.6,0.43,0.0,0.0,263,0,1,0,0,0,1,0,1
2608,16,8.9,63,3.0,1614,2.2,0.28,0.0,0.0,271,0,1,0,0,0,1,0,1
2609,17,8.5,59,2.7,1927,0.9,0.16,0.0,0.0,605,0,1,0,0,0,1,0,1
2610,18,8.6,55,2.4,1958,0.0,0.09,0.0,0.0,1200,0,1,0,0,0,1,0,1
2611,19,8.4,51,3.3,1977,-1.1,0.01,0.0,0.0,818,0,1,0,0,0,1,0,1
2612,20,8.3,47,3.1,2000,-2.3,0.0,0.0,0.0,711,0,1,0,0,0,1,0,1
2613,21,8.0,47,3.3,2000,-2.6,0.0,0.0,0.0,731,0,1,0,0,0,1,0,1
2614,22,7.6,48,3.1,2000,-2.7,0.0,0.0,0.0,565,0,1,0,0,0,1,0,1
2615,23,6.9,44,3.3,2000,-4.5,0.0,0.0,0.0,382,0,1,0,0,0,1,0,1
2616,0,6.3,42,3.3,2000,-5.6,0.0,0.0,0.0,297,0,1,0,0,0,1,0,1
2617,1,5.5,42,3.1,2000,-6.4,0.0,0.0,0.0,243,0,1,0,0,0,1,0,1
2618,2,5.1,44,3.4,2000,-6.1,0.0,0.0,0.0,165,0,1,0,0,0,1,0,1
2619,3,4.7,44,3.8,2000,-6.5,0.0,0.0,0.0,95,0,1,0,0,0,1,0,1
2620,4,4.4,44,3.1,2000,-6.8,0.0,0.0,0.0,69,0,1,0,0,0,1,0,1
2621,5,4.1,42,3.1,2000,-7.6,0.0,0.0,0.0,92,0,1,0,0,0,1,0,1
2622,6,3.9,43,3.4,2000,-7.5,0.0,0.0,0.0,235,0,1,0,0,0,1,0,1
2623,7,3.8,44,4.1,2000,-7.3,0.02,0.0,0.0,677,0,1,0,0,0,1,0,1
2624,8,4.3,43,4.2,2000,-7.2,0.37,0.0,0.0,1212,0,1,0,0,0,1,0,1
2625,9,5.7,38,3.9,1985,-7.5,0.98,0.0,0.0,661,0,1,0,0,0,1,0,1
2626,10,7.4,35,3.5,1990,-7.0,1.81,0.0,0.0,418,0,1,0,0,0,1,0,1
2627,11,8.4,34,3.6,1966,-6.5,2.36,0.0,0.0,488,0,1,0,0,0,1,0,1
2628,12,9.0,33,3.1,1985,-6.4,2.59,0.0,0.0,522,0,1,0,0,0,1,0,1
2629,13,8.0,37,3.4,2000,-5.8,1.96,0.0,0.0,516,0,1,0,0,0,1,0,1
2630,14,7.3,38,3.4,1997,-6.1,1.6,0.0,0.0,478,0,1,0,0,0,1,0,1
2631,15,6.5,39,3.3,2000,-6.4,1.21,0.0,0.0,492,0,1,0,0,0,1,0,1
2632,16,5.6,42,4.2,2000,-6.3,0.81,0.0,0.0,518,0,1,0,0,0,1,0,1
2633,17,4.9,43,4.3,2000,-6.6,0.42,0.0,0.0,719,0,1,0,0,0,1,0,1
2634,18,4.1,43,3.5,2000,-7.3,0.21,0.0,0.0,1111,0,1,0,0,0,1,0,1
2635,19,3.2,45,3.7,2000,-7.6,0.02,0.0,0.0,716,0,1,0,0,0,1,0,1
2636,20,2.7,45,3.3,2000,-8.0,0.0,0.0,0.0,543,0,1,0,0,0,1,0,1
2637,21,2.3,40,3.3,2000,-9.9,0.0,0.0,0.0,494,0,1,0,0,0,1,0,1
2638,22,2.0,37,2.7,2000,-11.1,0.0,0.0,0.0,460,0,1,0,0,0,1,0,1
2639,23,1.8,37,2.3,2000,-11.3,0.0,0.0,0.0,294,0,1,0,0,0,1,0,1
2640,0,1.6,39,2.3,2000,-10.8,0.0,0.0,0.0,240,0,1,0,0,0,1,0,1
2641,1,1.5,40,2.8,2000,-10.6,0.0,0.0,0.0,223,0,1,0,0,0,1,0,1
2642,2,1.4,40,2.9,2000,-10.7,0.0,0.0,0.0,147,0,1,0,0,0,1,0,1
2643,3,1.3,40,2.1,2000,-10.8,0.0,0.0,0.0,82,0,1,0,0,0,1,0,1
2644,4,1.3,39,2.3,2000,-11.1,0.0,0.0,0.0,70,0,1,0,0,0,1,0,1
2645,5,1.3,40,2.3,2000,-10.8,0.0,0.0,0.0,80,0,1,0,0,0,1,0,1
2646,6,1.4,42,1.7,2000,-10.1,0.0,0.0,0.0,209,0,1,0,0,0,1,0,1
2647,7,1.4,43,1.5,2000,-9.8,0.0,0.0,0.0,605,0,1,0,0,0,1,0,1
2648,8,1.6,42,1.8,2000,-9.9,0.13,0.0,0.0,1097,0,1,0,0,0,1,0,1
2649,9,2.5,40,1.9,2000,-9.7,0.41,0.0,0.0,614,0,1,0,0,0,1,0,1
2650,10,3.6,37,1.3,2000,-9.7,0.83,0.0,0.0,374,0,1,0,0,0,1,0,1
2651,11,4.8,35,2.1,2000,-9.4,1.38,0.0,0.0,339,0,1,0,0,0,1,0,1
2652,12,4.8,51,2.2,1715,-4.5,1.12,0.0,0.0,333,0,1,0,0,0,1,0,1
2653,13,4.0,64,2.0,1834,-2.2,0.75,0.0,0.0,196,0,1,0,0,0,1,0,1
2654,14,1.9,89,1.5,102,0.2,0.41,0.0,0.0,117,0,1,0,0,0,1,0,1
2655,15,2.2,85,1.3,2000,0.0,0.41,0.5,0.0,184,0,1,0,0,0,1,0,1
2656,16,2.4,79,1.9,1995,-0.8,0.37,0.0,0.0,241,0,1,0,0,0,1,0,1
2657,17,2.5,78,2.0,2000,-0.9,0.25,0.0,0.0,319,0,1,0,0,0,1,0,1
2658,18,2.0,77,1.3,2000,-1.6,0.07,0.0,0.0,615,0,1,0,0,0,1,0,1
